2026-02-01 00:00:31 | ERROR | db | Service dependency not responding dependency=redis (env=prod, region=ap-southeast-1, ip=144.47.20.179, request_id=tvmyjsy2wlde7498, trace_id=uzq76ecnajo7un2vwr082o3b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:03:55 | INFO | db | User logout success user_id=8746 (env=prod, region=me-south-1, ip=242.216.185.130, request_id=uj09618i0tcnoluq, trace_id=cv4876r5699m7f1xvwlq36j4, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:04:14 | INFO | db | Metrics pushed cpu=21% mem=60% (env=prod, region=us-east-1, ip=42.60.35.175, request_id=phwsgz5dnyaqkasz, trace_id=4b51ma13u73x1fm29wslujh1, ua="PostmanRuntime/7.36.0")
2026-02-01 00:04:56 | INFO | db | User login success user_id=4721 (env=staging, region=eu-west-1, ip=154.205.83.131, request_id=zl9qkrb0m2p680bb, trace_id=um151ak313xjsuacue9mzdfq, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:05:43 | INFO | db | POST /login 502 (2013ms) (env=prod, region=me-south-1, ip=32.104.12.126, request_id=8614o9089dklqfzj, trace_id=69piegyorwysmibcp2qki58m, ua="curl/8.4.0")
2026-02-01 00:05:55 | ERROR | db | Service dependency not responding dependency=redis (env=dev, region=ap-southeast-1, ip=119.54.3.29, request_id=ma1g2rxtdrg7mh6w, trace_id=0kaozh0r2nokmdc65ctgj3rn, ua="curl/8.4.0")
2026-02-01 00:06:11 | INFO | db | Config loaded version=4.6.1 (env=staging, region=me-south-1, ip=16.84.171.62, request_id=ne9xe82zcsqptasb, trace_id=bevr87po1gv67nba3io4ci5s, ua="curl/8.4.0")
2026-02-01 06:54:17 | INFO | db | Cache miss key=cart:6528 (env=prod, region=ap-southeast-1, ip=12.215.108.139, request_id=scfyr00pocgam4cv, trace_id=0gvemt688a3lnml10f6ads3s, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:54:49 | INFO | db | Job completed successfully: job=invoice-run duration_ms=2855 (env=staging, region=us-east-1, ip=223.36.117.25, request_id=g4226bpv2m5wjwlk, trace_id=fjc1j28fvtjfcffqh4ceyn8g, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:55:15 | WARN | db | Retrying request to upstream service attempt=1 (env=prod, region=ap-southeast-1, ip=225.51.251.34, request_id=no0p0r3ib8oq3gvn, trace_id=g7dhk4r3wqnfdqnvhvv9gp8s, ua="curl/8.4.0")
2026-02-01 06:55:36 | INFO | db | User login success user_id=7294 (env=staging, region=us-east-1, ip=98.42.181.33, request_id=z08xrfgfc8kfnxrn, trace_id=lksjw83e6r85jy2995mllsdf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:55:49 | INFO | db | Token refreshed user_id=8081 (env=prod, region=me-south-1, ip=18.120.115.145, request_id=21kgsnfizm7pbw8s, trace_id=ryfe85oavuefes0prl0sjbvx, ua="curl/8.4.0")
2026-02-01 06:55:54 | INFO | db | Job completed successfully: job=sync-users duration_ms=57 (env=prod, region=me-south-1, ip=169.213.142.92, request_id=9ilouzw0tb8d0jdw, trace_id=ao6g7w3nt16rmwv0iq20oghk, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:56:07 | INFO | db | Config loaded version=4.12.48 (env=prod, region=eu-west-1, ip=245.44.29.10, request_id=ssbkv4h96ym2h4fo, trace_id=bn6lvtbzdl624o41t8yonzno, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:56:17 | WARN | db | Rate limit nearing threshold remaining=6 (env=dev, region=me-south-1, ip=74.221.41.150, request_id=li5zv42wbojxl136, trace_id=gm1xo11wjc9npqbmpkoug6uw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:56:32 | INFO | db | User login success user_id=4880 (env=prod, region=eu-west-1, ip=121.209.236.2, request_id=6feaiqu8sphneozz, trace_id=1ydmrtdyp9dkd8lge1hcplf9, ua="PostmanRuntime/7.36.0")
2026-02-01 06:56:42 | INFO | db | Token refreshed user_id=8762 (env=prod, region=me-south-1, ip=183.251.30.155, request_id=9w41m1eb4k1ui7gy, trace_id=xhj5vfpne4jatsi8lpkcko48, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:56:50 | WARN | db | Retrying request to upstream service attempt=2 (env=staging, region=eu-west-1, ip=232.161.112.211, request_id=ngl1q1kxlvilyedl, trace_id=1rnjzrck4qui3w05od8g6sru, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:56:59 | INFO | db | File uploaded id=file_mk1phi4f02 bytes=8541925 (env=prod, region=us-east-1, ip=209.146.218.43, request_id=d128rt9ob8pryzz0, trace_id=dfhhpuejlrdyj2odtonarukq, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:57:00 | INFO | db | User logout success user_id=5553 (env=dev, region=me-south-1, ip=91.159.90.201, request_id=kfk26o7buqem651m, trace_id=i6soptia4an6kvjxil8uy56p, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:57:05 | INFO | db | Token refreshed user_id=7119 (env=dev, region=ap-southeast-1, ip=27.249.1.189, request_id=5ps2qkz7583fnud8, trace_id=gvyyhsstc4jlnkbizoy87k6b, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:57:33 | INFO | db | Cache hit key=cart:5274 ttl_s=581 (env=prod, region=ap-southeast-1, ip=66.101.19.166, request_id=hs2bbypf81rl2uj4, trace_id=xvb2gnwkdzibtg09maiqnt0q, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:57:34 | INFO | db | File uploaded id=file_l5olgf443e bytes=6870783 (env=prod, region=me-south-1, ip=211.92.100.193, request_id=i6l0vlzsojy7cvy7, trace_id=mmkrn7dpfgdfseojzpdd4sbv, ua="curl/8.4.0")
2026-02-01 06:58:44 | WARN | db | Queue backlog growing size=4296 (env=dev, region=us-east-1, ip=53.152.185.224, request_id=ioa18tmfocu68s0r, trace_id=u28jm5znm5n6jyx70cs80tcy, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:59:31 | INFO | db | Metrics pushed cpu=51% mem=61% (env=staging, region=us-east-1, ip=230.77.179.151, request_id=54iersdowrtmbn99, trace_id=g0a40w1ws16b78165otq5wkr, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:59:46 | INFO | db | Batch processed records=3321 duration_ms=1918 (env=prod, region=eu-west-1, ip=173.100.252.106, request_id=g3us5rkbxqyyu3vb, trace_id=kudxdkp3n6rbrixg0xgbb9bl, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:00:10 | INFO | db | Cache hit key=inv:SKU38747 ttl_s=2063 (env=prod, region=ap-southeast-1, ip=88.180.87.234, request_id=kyl6w5byaqf0eipy, trace_id=iukvmy7c2mmdqvt0nygf3yua, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:00:25 | INFO | db | User logout success user_id=9718 (env=staging, region=eu-west-1, ip=54.151.121.131, request_id=ucns05sdy1lf8rc4, trace_id=fyewmo80ks0hbquw8kmeu0xf, ua="curl/8.4.0")
2026-02-01 07:01:13 | INFO | db | Job completed successfully: job=cleanup-sessions duration_ms=47 (env=prod, region=eu-west-1, ip=199.125.248.171, request_id=2gbc82yzttszwr2o, trace_id=yq2bg6fc7q5r249wau3bhqaw, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:01:20 | INFO | db | Cache hit key=inv:SKU20649 ttl_s=1958 (env=prod, region=ap-southeast-1, ip=219.192.101.225, request_id=oguvnsvnv45bnbjj, trace_id=zkgkbl6qls6xpnmdpdbjk9ws, ua="curl/8.4.0")
2026-02-01 07:01:26 | INFO | db | DELETE /login 500 (114ms) (env=prod, region=me-south-1, ip=179.24.245.103, request_id=i8p13p92ai0u6au7, trace_id=xjfqkgwczdl4stzzfft7v2m2, ua="curl/8.4.0")
2026-02-01 07:01:36 | INFO | db | Token refreshed user_id=2232 (env=prod, region=ap-southeast-1, ip=26.171.64.71, request_id=7e2zqc7arc4c67t1, trace_id=m7prgalk7t5fzljf67dp99cf, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:01:43 | INFO | db | Cache hit key=sess:3099 ttl_s=2335 (env=prod, region=eu-west-1, ip=91.183.210.204, request_id=xx861owwqm9ty6zj, trace_id=h8qxssufkqty7cvj93syryza, ua="curl/8.4.0")
2026-02-01 07:01:57 | INFO | db | Job completed successfully: job=sync-users duration_ms=675 (env=prod, region=eu-west-1, ip=109.80.237.93, request_id=u7wuh5nswre1zyu0, trace_id=te9wxjls619cy2yq86dkn0is, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:02:02 | INFO | db | Metrics pushed cpu=79% mem=83% (env=dev, region=me-south-1, ip=16.242.253.147, request_id=o6ijaa84phun5c8r, trace_id=yvxtzrn3smqovgz3l9hbj8bi, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:02:40 | WARN | db | Queue backlog growing size=9881 (env=prod, region=us-east-1, ip=160.190.76.7, request_id=k6y0cugndrz4qteq, trace_id=ct6vf2ljq1dtx2qdhd1ydhu8, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:02:46 | WARN | db | Slow response detected (3147ms) endpoint=/health (env=prod, region=eu-west-1, ip=45.239.41.192, request_id=huqt9vdlltyf437e, trace_id=0zf1h77mf80qftart672dxw2, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:03:13 | INFO | db | Cache miss key=inv:SKU19682 (env=prod, region=me-south-1, ip=158.134.180.104, request_id=328lw1o4idqsm20i, trace_id=rmrenwz4x6mgcunbtwn3vpw2, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:03:54 | INFO | db | PATCH /files/upload 502 (3480ms) (env=dev, region=us-east-1, ip=57.140.2.235, request_id=wdjv9v2s5poimb4k, trace_id=46qbryi6vpvtjpur3u17c30y, ua="curl/8.4.0")
2026-02-01 07:04:15 | INFO | db | Cache hit key=cart:3519 ttl_s=2068 (env=prod, region=eu-west-1, ip=78.29.90.137, request_id=7sdkflldq3oaeaei, trace_id=5h7dnjpq5x7l3jqlxa5j991l, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:04:27 | INFO | db | Job completed successfully: job=daily-report duration_ms=219 (env=staging, region=eu-west-1, ip=201.83.129.203, request_id=sy39jm6jxhu3h931, trace_id=18f8wj1xzry8c8ye1nzbxo48, ua="PostmanRuntime/7.36.0")
2026-02-01 07:04:34 | INFO | db | Metrics pushed cpu=18% mem=92% (env=prod, region=me-south-1, ip=101.140.130.28, request_id=vpi3dmerxlidu5g5, trace_id=wmtwyx9vo2atsf48jm6qifmt, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:05:15 | INFO | db | User login success user_id=6419 (env=prod, region=me-south-1, ip=246.139.222.207, request_id=g77euvot6gh2ir3h, trace_id=9u53s55w5xvsv9ct9eotxiyf, ua="curl/8.4.0")
2026-02-01 07:05:33 | INFO | db | Batch processed records=781 duration_ms=933 (env=prod, region=me-south-1, ip=142.215.4.113, request_id=7gledoexuxlzvgq8, trace_id=f1mlltal4tyu1k20wxrcis0y, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:05:41 | INFO | db | Token refreshed user_id=7768 (env=prod, region=us-east-1, ip=143.174.154.58, request_id=63nv0u1bxkxfl4mn, trace_id=dnkxmiayt4h39jtmmkq3hsni, ua="curl/8.4.0")
2026-02-01 07:06:01 | ERROR | db | Unhandled exception type=IOError message=invalid format (env=prod, region=ap-southeast-1, ip=145.99.6.70, request_id=yo1qtca9c5x69j8r, trace_id=irm7qm206ik7r08rri1bm5zr, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:06:05 | INFO | db | Cache hit key=cart:5132 ttl_s=3211 (env=prod, region=us-east-1, ip=121.43.248.108, request_id=a32kr4hr3v4iqckv, trace_id=2praxee2wxg8oe768bxp04wo, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:06:30 | INFO | db | Config loaded version=1.13.47 (env=prod, region=us-east-1, ip=233.251.22.135, request_id=142yj4ix3x9019y2, trace_id=zphwq2ny0ifh9n7v8co54uin, ua="curl/8.4.0")
2026-02-01 07:06:40 | INFO | db | File uploaded id=file_cyg260ek9b bytes=4325645 (env=prod, region=us-east-1, ip=164.77.188.143, request_id=f7g2r2lzobybbjbz, trace_id=vkjw2x407uwwquxzthiugyjp, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:07:05 | INFO | db | DELETE /files/upload 403 (339ms) (env=prod, region=me-south-1, ip=214.193.15.10, request_id=egyw037616ts13pk, trace_id=avwozplykx0a7npw7ypsylcz, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:07:39 | INFO | db | Token refreshed user_id=4435 (env=prod, region=eu-west-1, ip=251.159.158.12, request_id=wbqefhn92ip0aizb, trace_id=lu4wp2rjen35m69crahq7s7m, ua="PostmanRuntime/7.36.0")
2026-02-01 07:08:06 | ERROR | db | Authentication failed due to invalid token user_id=2577 (env=prod, region=eu-west-1, ip=240.154.169.78, request_id=hkr2jmu0583gdruj, trace_id=xu2u50rs93ujoglqqofakrzc, ua="curl/8.4.0")
2026-02-01 07:09:03 | INFO | db | File uploaded id=file_s6nglqdtev bytes=9718646 (env=prod, region=me-south-1, ip=238.105.88.11, request_id=ai0ca1stn8o35u9x, trace_id=qivf69qz601awqalw8z213h7, ua="curl/8.4.0")
2026-02-01 07:10:28 | INFO | db | Cache hit key=user:2529 ttl_s=878 (env=prod, region=eu-west-1, ip=225.94.126.7, request_id=9g3zo5otcrka43pr, trace_id=r6ojm3x3ixushf3avv58nx1l, ua="curl/8.4.0")
2026-02-01 07:10:34 | INFO | db | Cache hit key=user:5249 ttl_s=2726 (env=prod, region=ap-southeast-1, ip=229.176.218.89, request_id=0am651uc9yde6qlp, trace_id=y54vmn0g57ep0lwwqzdg5ohb, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:10:36 | INFO | db | Cache hit key=cart:1111 ttl_s=1966 (env=prod, region=me-south-1, ip=242.170.23.123, request_id=8beppuptkcphbvsq, trace_id=9ap7sftsbeewzladnbd1ml2b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:10:38 | INFO | db | Cache miss key=user:6346 (env=prod, region=ap-southeast-1, ip=184.203.161.5, request_id=tdtmn4b3d3rrg9bb, trace_id=t61zkqwsvni3au04nuh39q16, ua="PostmanRuntime/7.36.0")
2026-02-01 07:11:13 | INFO | db | Token refreshed user_id=8453 (env=staging, region=eu-west-1, ip=98.164.181.177, request_id=aamuv0o2khaibrcg, trace_id=px9yrcfhcsyr5ao6z4f65zb1, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:11:49 | WARN | db | Payment provider latency high (784ms) (env=dev, region=me-south-1, ip=254.104.173.69, request_id=h4lzvplpv43xtn57, trace_id=nb2813zpejyy0glrhl0e6gbj, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:11:52 | WARN | db | Disk usage above 80% disk=98% (env=staging, region=ap-southeast-1, ip=62.186.247.175, request_id=s6ufnlcwvwd25yq2, trace_id=fy5pqr0iwe1kcp21w3ek1803, ua="curl/8.4.0")
2026-02-01 07:12:01 | INFO | db | File uploaded id=file_07pt5yihgg bytes=5832178 (env=dev, region=us-east-1, ip=173.39.239.231, request_id=dyh0p92eeq3bege4, trace_id=mzkfuunm29b13sa3mhbqjlu7, ua="PostmanRuntime/7.36.0")
2026-02-01 07:12:39 | INFO | db | User logout success user_id=1199 (env=prod, region=ap-southeast-1, ip=176.75.160.126, request_id=80cjvttwamufaoxx, trace_id=kkc6lvhh9wjrvb92h9mmhhcp, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:12:45 | INFO | db | Job completed successfully: job=send-digests duration_ms=261 (env=prod, region=ap-southeast-1, ip=104.115.78.134, request_id=yplicdm72kdi0se2, trace_id=u0cekq89np6wxqcrj6h796kf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:12:46 | INFO | db | Metrics pushed cpu=13% mem=28% (env=prod, region=ap-southeast-1, ip=167.22.17.239, request_id=1zxun80btwg20o4n, trace_id=a4kcgng15de50944ei8wdkug, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:13:13 | INFO | db | Token refreshed user_id=8214 (env=staging, region=me-south-1, ip=35.125.143.1, request_id=sauve7z7q9a82d72, trace_id=388bq1nhbziy8ng8c171vxyq, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:14:07 | INFO | db | Cache miss key=user:4831 (env=prod, region=ap-southeast-1, ip=213.219.114.156, request_id=mp5q3cmn57p9i10j, trace_id=d66wu3vvb5br0s7zifb6jgm1, ua="curl/8.4.0")
2026-02-01 07:15:01 | ERROR | db | Write operation failed: storage quota exceeded bucket=staging-uploads (env=dev, region=us-east-1, ip=237.54.174.154, request_id=4zcepyw59vhpcm7f, trace_id=thkwn19851fxiqa18ep73dva, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:15:40 | INFO | db | Metrics pushed cpu=60% mem=61% (env=prod, region=ap-southeast-1, ip=34.135.170.210, request_id=d8rroqoyd7vrxyi7, trace_id=94aa8k6ssg3nchqa45ckbhju, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:15:44 | INFO | db | Config loaded version=2.10.36 (env=prod, region=me-south-1, ip=127.70.193.95, request_id=yg09557g2n0myqw4, trace_id=oe0dmicfn57zzco3t2gyhpe4, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:16:13 | INFO | db | File uploaded id=file_1uz18iplmw bytes=9044313 (env=prod, region=me-south-1, ip=33.151.145.108, request_id=aq051m3fgtd68g01, trace_id=53myis1ptc9cmyhj2x2cmdt4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:16:56 | INFO | db | Token refreshed user_id=8452 (env=prod, region=ap-southeast-1, ip=247.105.132.49, request_id=wuj7n75eppc07zl9, trace_id=p1wyu2grh0tlmqtvj4bl9631, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:18:20 | WARN | db | Elevated error rate observed window_s=60 rate=8.2% (env=staging, region=eu-west-1, ip=200.89.231.197, request_id=zmrtr9a35firo0ao, trace_id=fz92fa4kdt0jorg44h6qgzoz, ua="curl/8.4.0")
2026-02-01 07:18:24 | WARN | db | Disk usage above 80% disk=81% (env=prod, region=me-south-1, ip=184.160.162.104, request_id=w7ieaamy9novdndv, trace_id=aysdwriseawcy88uz88ol5j7, ua="PostmanRuntime/7.36.0")
2026-02-01 07:19:08 | INFO | db | Token refreshed user_id=1931 (env=staging, region=ap-southeast-1, ip=6.147.99.62, request_id=dgpifbq2hxwpmppw, trace_id=snctnlm2v155p78acg3x5v00, ua="curl/8.4.0")
2026-02-01 07:19:10 | WARN | db | Temporary network jitter detected rtt_ms=446 (env=prod, region=us-east-1, ip=8.231.166.212, request_id=153phjnekpuv3e13, trace_id=jbc5dev6jt9vntuexyg9jo9m, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:19:19 | INFO | db | Metrics pushed cpu=6% mem=65% (env=prod, region=ap-southeast-1, ip=202.33.6.210, request_id=6wz6aobx65d6nmw8, trace_id=0cl4rnc0ae828y18adt59aop, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:19:54 | WARN | db | Elevated error rate observed window_s=60 rate=11.5% (env=prod, region=ap-southeast-1, ip=145.63.186.69, request_id=pl4kfphov5cyyjex, trace_id=spxdjmgoykvjezn8rd5c2eyv, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:20:11 | WARN | db | Payment provider latency high (1359ms) (env=prod, region=us-east-1, ip=195.7.144.196, request_id=jnkdhmnlxyw9itqx, trace_id=hzx00tm6rqp66ef7jta9vj3l, ua="PostmanRuntime/7.36.0")
2026-02-01 07:20:16 | INFO | db | DELETE /inventory/SKU64684 401 (1647ms) (env=prod, region=us-east-1, ip=246.246.106.120, request_id=4h8qtmtv11mz4l41, trace_id=re5gvtx5b2tixuchcbg0kvym, ua="curl/8.4.0")
2026-02-01 07:21:09 | INFO | db | Cache hit key=cart:2768 ttl_s=2760 (env=staging, region=eu-west-1, ip=133.62.216.81, request_id=anqjk10ga43jjbhb, trace_id=pkhw6adxzeg4wdvsn37llgoy, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:21:17 | ERROR | db | Write operation failed: storage quota exceeded bucket=staging-uploads (env=dev, region=us-east-1, ip=218.62.45.155, request_id=8oune38cr7sglhwp, trace_id=jtgkimgl32jbz6va19slttxi, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:21:21 | INFO | db | Job completed successfully: job=invoice-run duration_ms=169 (env=staging, region=eu-west-1, ip=192.194.178.84, request_id=f3iznuqyedykxl7f, trace_id=jnxas3q7rbqbitxsx670w7kh, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:21:39 | WARN | db | Queue backlog growing size=2491 (env=staging, region=eu-west-1, ip=212.223.206.112, request_id=2knhrtxpu15s0ru5, trace_id=v2qn1jj8mjgtmp9mea8ujrgl, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:21:42 | INFO | db | Token refreshed user_id=1841 (env=dev, region=us-east-1, ip=152.185.125.196, request_id=lhuhrck0okqh00hq, trace_id=ff63oblwqretoppv81fx3uo4, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:22:07 | INFO | db | User login success user_id=7064 (env=prod, region=us-east-1, ip=76.183.78.88, request_id=mozaf22eccqdd71r, trace_id=d0ftgflmp9u3sud5wkbr1cd7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:22:41 | WARN | db | Temporary network jitter detected rtt_ms=440 (env=prod, region=eu-west-1, ip=157.50.150.96, request_id=l3of25oxhbxvrcpn, trace_id=ylh0zj2ggf20dfw3a6t0fojp, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:22:44 | WARN | db | Circuit breaker half-open dependency=email-smtp (env=prod, region=ap-southeast-1, ip=20.128.214.20, request_id=wwkpawsglw9iv15r, trace_id=o5otrrwlbiwfw13vxnccshy6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:23:45 | INFO | db | Cache miss key=inv:SKU28138 (env=prod, region=ap-southeast-1, ip=183.152.10.21, request_id=7kgg1c3dp1lxvqe0, trace_id=g6i0fuvd7t8dedo9nr21ylh8, ua="curl/8.4.0")
2026-02-01 07:24:01 | INFO | db | Job completed successfully: job=sync-users duration_ms=1472 (env=prod, region=eu-west-1, ip=54.121.240.218, request_id=1e97inm0805eje87, trace_id=twhhtjufjkuwh4so7zh6aw3i, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:24:11 | INFO | db | Cache miss key=sess:3477 (env=prod, region=us-east-1, ip=166.201.187.83, request_id=ghdcgi3fgj2cqk81, trace_id=0bkaxinpd71ac6iskyij5blp, ua="curl/8.4.0")
