2026-02-01 00:00:11 | INFO | search | Job completed successfully: job=daily-report duration_ms=1209 (env=dev, region=eu-west-1, ip=65.36.116.91, request_id=mf5yt5cziu6uuzel, trace_id=jl8oanwjmrs99gvj2rtvhuwt, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:06:09 | INFO | search | Config loaded version=2.7.4 (env=staging, region=me-south-1, ip=72.69.110.141, request_id=41j90dvib0hymyey, trace_id=463kap9qsi81wv1cv4jn4iil, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:54:25 | INFO | search | Cache miss key=cart:7674 (env=dev, region=me-south-1, ip=195.191.26.80, request_id=8fuwaecyiv0hu2z6, trace_id=882lp34m4krp9qqo7fljj90g, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:55:11 | INFO | search | Metrics pushed cpu=37% mem=57% (env=dev, region=me-south-1, ip=238.188.135.174, request_id=3ea5z4cwee8j6hts, trace_id=7xm9kga0d20ydubyhcgwwvuw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:56:10 | INFO | search | Cache miss key=sess:4056 (env=prod, region=ap-southeast-1, ip=192.6.154.110, request_id=36q7jqed9xaw7eia, trace_id=ycchn2izzjvmv3lwmukr22b4, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:56:48 | INFO | search | Metrics pushed cpu=74% mem=87% (env=prod, region=us-east-1, ip=64.127.42.182, request_id=8mx5otnabmzumh4u, trace_id=gxl4nq9d9k51k7y4kss1kt43, ua="curl/8.4.0")
2026-02-01 06:56:55 | INFO | search | User login success user_id=3572 (env=staging, region=ap-southeast-1, ip=213.153.176.73, request_id=vq3lu6hjvz65t6zc, trace_id=hm1zduwaw00ses03jy0tr03b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:57:25 | INFO | search | User logout success user_id=4573 (env=prod, region=eu-west-1, ip=174.195.55.124, request_id=grvv06o71j77hsad, trace_id=02j9vsf0mvdo4cslqq6ntjpa, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:58:07 | INFO | search | PUT /admin/config 409 (2142ms) (env=staging, region=ap-southeast-1, ip=79.34.126.169, request_id=dppru1dyegh2rz4v, trace_id=jwwmopggcugmjp7d5pe6pqlb, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:58:31 | INFO | search | Batch processed records=2416 duration_ms=592 (env=prod, region=me-south-1, ip=206.50.39.201, request_id=80swzh4b48qv7zga, trace_id=donc0vpilmy1ar3hrkndd7fw, ua="PostmanRuntime/7.36.0")
2026-02-01 06:58:37 | INFO | search | POST /files/upload 204 (1599ms) (env=prod, region=me-south-1, ip=63.187.1.227, request_id=bqdsgsnqbo78ydrq, trace_id=e9y229eny5dcyjc1v7q9myf3, ua="curl/8.4.0")
2026-02-01 06:58:43 | INFO | search | User logout success user_id=4384 (env=prod, region=me-south-1, ip=174.60.31.17, request_id=6mezbu0gtl4bj7qm, trace_id=5mkm97faf9mpphvwgejvmuxa, ua="curl/8.4.0")
2026-02-01 06:58:54 | INFO | search | File uploaded id=file_r522330y06 bytes=4139261 (env=dev, region=eu-west-1, ip=113.2.224.215, request_id=onig6mqnzmnnvbeg, trace_id=cftsmmplhy1pmbztsh70x1is, ua="curl/8.4.0")
2026-02-01 06:58:55 | INFO | search | Cache hit key=inv:SKU79266 ttl_s=533 (env=prod, region=me-south-1, ip=22.163.136.48, request_id=d0nifjpau2k1btek, trace_id=0qawymqzgtt33co5kogyjtuv, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:59:03 | INFO | search | Config loaded version=2.7.2 (env=staging, region=eu-west-1, ip=181.61.104.96, request_id=byueam821jpuejl3, trace_id=0k8p0of4eabaps5vwd5ytzwr, ua="PostmanRuntime/7.36.0")
2026-02-01 07:00:43 | INFO | search | Batch processed records=2626 duration_ms=2303 (env=prod, region=eu-west-1, ip=101.196.104.71, request_id=f3out37hofu7gkem, trace_id=mke1oj4b0n0s9xqzzohvv0x4, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:00:58 | INFO | search | Cache hit key=user:2446 ttl_s=1300 (env=prod, region=me-south-1, ip=133.91.91.183, request_id=d3xrcl5sp52esyeh, trace_id=pfyy4l9ulz9pyuz5ium1pvpy, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:01:25 | INFO | search | Token refreshed user_id=2882 (env=dev, region=us-east-1, ip=248.235.20.246, request_id=i6mewyre9hpy1byw, trace_id=gs8zpsovgap2t8gwojt5tgzj, ua="PostmanRuntime/7.36.0")
2026-02-01 07:01:30 | INFO | search | Cache miss key=user:4001 (env=staging, region=eu-west-1, ip=167.149.190.51, request_id=oq0anrwt60htujr0, trace_id=6l8ktd1oe44s5qyxktyalv9z, ua="PostmanRuntime/7.36.0")
2026-02-01 07:02:05 | INFO | search | Metrics pushed cpu=88% mem=35% (env=prod, region=eu-west-1, ip=215.211.51.31, request_id=94k6jmn0o4ckx1ey, trace_id=1bq4xfbt7i59rd6cbq3azrh2, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:02:18 | INFO | search | Cache miss key=cart:3694 (env=prod, region=me-south-1, ip=90.98.181.58, request_id=37eq8bbfjwrxp16h, trace_id=rmh7a8lmguom9uvo3e2pui6p, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:03:30 | INFO | search | Cache hit key=inv:SKU50835 ttl_s=1636 (env=prod, region=eu-west-1, ip=13.144.77.72, request_id=as308elnvet70654, trace_id=sjwlyv6fqjn95v2yz3gv5pp4, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:04:52 | INFO | search | Job completed successfully: job=invoice-run duration_ms=795 (env=prod, region=ap-southeast-1, ip=169.143.156.197, request_id=oftm8zb6jnhdfxss, trace_id=m8tws3zsun02uwqkb0hj334m, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:05:12 | INFO | search | Metrics pushed cpu=44% mem=27% (env=prod, region=eu-west-1, ip=141.86.161.223, request_id=hfwijosbr7vcolsa, trace_id=rjdol6naovwel24y3e4c50y6, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:06:28 | INFO | search | Cache miss key=cart:5361 (env=prod, region=me-south-1, ip=58.149.221.113, request_id=kurmsssh5pn16m5l, trace_id=2neqnpck54e26qjn94e7ekt3, ua="PostmanRuntime/7.36.0")
2026-02-01 07:06:31 | INFO | search | Token refreshed user_id=3664 (env=prod, region=eu-west-1, ip=90.81.56.180, request_id=5b1h07bav7vp7ghm, trace_id=xhc52mtdv31jule513gc3t8y, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:06:50 | INFO | search | PATCH /analytics/event 500 (692ms) (env=prod, region=eu-west-1, ip=104.64.176.100, request_id=hat48jkipq208mg4, trace_id=v5tz9qgrdsoatf7fl4bm2zyb, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:07:21 | INFO | search | Config loaded version=4.3.26 (env=prod, region=ap-southeast-1, ip=190.227.18.245, request_id=ldhe2ygc2m3alp6y, trace_id=43wditlwbia4ilgnjqok8gs9, ua="PostmanRuntime/7.36.0")
2026-02-01 07:08:02 | INFO | search | Job completed successfully: job=send-digests duration_ms=2184 (env=dev, region=us-east-1, ip=68.99.46.220, request_id=u7762twfunlyzttq, trace_id=e7mdi1ei4flmn2yd2ynhqprn, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:08:12 | INFO | search | User login success user_id=4232 (env=prod, region=eu-west-1, ip=84.221.28.84, request_id=vj8xe3jhbynjhqw5, trace_id=zff3ncll0xbdzki1urxoh5m1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:08:24 | INFO | search | Config loaded version=1.1.16 (env=prod, region=eu-west-1, ip=98.233.42.94, request_id=l46h57cy6pe808kj, trace_id=4ine6n597tvvqf8khe68rc33, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:08:44 | INFO | search | File uploaded id=file_efx232hsyr bytes=8143819 (env=prod, region=me-south-1, ip=84.237.50.122, request_id=k8qmr5gfg3lzqasc, trace_id=djd6zmpo8pboz2edpafk4jvl, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:08:52 | INFO | search | File uploaded id=file_uo5z5ai84m bytes=3664526 (env=prod, region=ap-southeast-1, ip=23.25.74.140, request_id=p2si07r16koqpccw, trace_id=t6skeg355a7pu4ofxydleiyl, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:09:07 | INFO | search | Metrics pushed cpu=35% mem=21% (env=dev, region=us-east-1, ip=99.174.195.16, request_id=82330mh1fyw4shgp, trace_id=ihiy18bmw6x5mdf917oce64f, ua="PostmanRuntime/7.36.0")
2026-02-01 07:09:08 | INFO | search | Config loaded version=2.15.5 (env=staging, region=eu-west-1, ip=87.73.80.57, request_id=23s22lbtm302cjym, trace_id=6jod3bravullnvdcjcisipyv, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:10:03 | INFO | search | POST /users/2048 503 (222ms) (env=prod, region=eu-west-1, ip=226.106.188.132, request_id=f2lmfiu5am01thms, trace_id=furn4e7nwo0v54ksisvcgyqt, ua="PostmanRuntime/7.36.0")
2026-02-01 07:10:10 | INFO | search | File uploaded id=file_i4mxja75eo bytes=911292 (env=dev, region=eu-west-1, ip=248.178.10.200, request_id=m9ytxmcffkxr07lj, trace_id=z071ltbpat17bhjbv53m5fer, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:10:27 | INFO | search | Batch processed records=978 duration_ms=147 (env=prod, region=me-south-1, ip=143.246.4.246, request_id=9kkfcvo1fllmvrlf, trace_id=w34rcop52s5tilf6zx2ep6e2, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:11:02 | INFO | search | User login success user_id=7632 (env=staging, region=eu-west-1, ip=230.45.74.65, request_id=riy1xzqe3lkcx0ov, trace_id=a6noiiqzpxs8gmf865l960hx, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:11:56 | INFO | search | User login success user_id=3207 (env=prod, region=us-east-1, ip=111.212.220.51, request_id=iue72x52qhuvz7fr, trace_id=7vf2doopf3d7c7srkw0j8c19, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:12:08 | INFO | search | User logout success user_id=8522 (env=prod, region=me-south-1, ip=97.97.158.158, request_id=wzpmu2ewd421518b, trace_id=bhauhn6b7g4lthotx32sj9l6, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:12:30 | INFO | search | Token refreshed user_id=6070 (env=prod, region=ap-southeast-1, ip=66.187.154.82, request_id=0ib95ana0jnbrjy4, trace_id=3497e332cr78l8gqkl840won, ua="PostmanRuntime/7.36.0")
2026-02-01 07:12:56 | INFO | search | Cache miss key=rate:132.113.120.203 (env=staging, region=me-south-1, ip=132.113.120.203, request_id=pbbg0mo1q30ulwyq, trace_id=0ebt61lpetxxphfscnk6xc0r, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:13:22 | INFO | search | User logout success user_id=4554 (env=dev, region=us-east-1, ip=15.80.216.203, request_id=1d0gw50d2q7eb79q, trace_id=esuv3bo2mbfbyuqptx5m5aoq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:13:35 | INFO | search | Job completed successfully: job=cleanup-sessions duration_ms=891 (env=prod, region=me-south-1, ip=113.96.106.153, request_id=olxijz77828sisnj, trace_id=x9jhs0ibdmgmbpc5vwdx98bo, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:13:43 | INFO | search | Job completed successfully: job=rebuild-index duration_ms=2603 (env=prod, region=ap-southeast-1, ip=209.183.217.15, request_id=pi0ylhb4v0eqn6k5, trace_id=1jnzrov71t3ftcvdtwos4n8w, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:14:01 | INFO | search | Config loaded version=5.16.38 (env=staging, region=us-east-1, ip=188.193.90.42, request_id=7ihqohfi0922346d, trace_id=belvr726hhvc1a5ia8n4hqry, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:14:17 | INFO | search | Metrics pushed cpu=60% mem=54% (env=prod, region=eu-west-1, ip=101.143.190.117, request_id=0j33wmz9xnd6m4ll, trace_id=opbom5yzdaz3s20fvdx2ckel, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:14:38 | INFO | search | Config loaded version=5.0.17 (env=prod, region=me-south-1, ip=88.49.91.67, request_id=vt1luq35lsnjvwef, trace_id=8vzbuykjc9csntn7oeo90rfw, ua="curl/8.4.0")
2026-02-01 07:14:56 | INFO | search | PUT /login 401 (791ms) (env=prod, region=me-south-1, ip=161.166.58.165, request_id=muij2zhsy29lsk65, trace_id=rxp0zpt4nqmn3x6lxvp66equ, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:15:02 | INFO | search | Batch processed records=3462 duration_ms=2705 (env=prod, region=ap-southeast-1, ip=186.242.201.36, request_id=ahsmh3bd7xgfvelp, trace_id=jsxlsganinim017nzy6ad9yw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:15:19 | INFO | search | Token refreshed user_id=7942 (env=prod, region=eu-west-1, ip=231.241.173.1, request_id=hzquor89khyktrrv, trace_id=l7n95oqimtup3blmvbr3ly6n, ua="PostmanRuntime/7.36.0")
2026-02-01 07:15:22 | INFO | search | PATCH /orders 201 (3015ms) (env=prod, region=us-east-1, ip=140.240.119.242, request_id=30j9q3wu2gft0rmu, trace_id=ep77qd7bi6399v94h2zeyp7o, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:15:48 | INFO | search | Job completed successfully: job=daily-report duration_ms=3325 (env=prod, region=ap-southeast-1, ip=19.242.134.182, request_id=jtdbhog8pu9z30ha, trace_id=pepoqp5zqn10q50z9hm7edc8, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:15:59 | INFO | search | Config loaded version=3.12.38 (env=prod, region=eu-west-1, ip=75.7.122.191, request_id=rr144vnzra6mty7q, trace_id=iiai6ptsq0l56g7159b8dfrq, ua="curl/8.4.0")
2026-02-01 07:16:32 | INFO | search | Cache hit key=rate:214.151.254.56 ttl_s=928 (env=prod, region=eu-west-1, ip=214.151.254.56, request_id=heo6ufifj30lg4iy, trace_id=6l37aujke4ajo7ri7i925nz0, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:16:54 | INFO | search | User logout success user_id=3073 (env=prod, region=me-south-1, ip=248.236.66.211, request_id=78yh8vd8tk7onosr, trace_id=0a7oq6rqthktqhvssgtpf815, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:18:23 | INFO | search | Metrics pushed cpu=72% mem=24% (env=prod, region=us-east-1, ip=243.242.10.113, request_id=nnlsc0k8s63az8wx, trace_id=3bynvikx5bebqudc0jjh9rrl, ua="PostmanRuntime/7.36.0")
2026-02-01 07:18:49 | INFO | search | File uploaded id=file_ivqzwxur30 bytes=464485 (env=staging, region=eu-west-1, ip=151.57.146.42, request_id=g2lcpqvfpxdcbj6y, trace_id=nim8u4wmq0pu1e8sow0uev3x, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:19:12 | INFO | search | Config loaded version=2.18.48 (env=dev, region=me-south-1, ip=33.194.94.34, request_id=b90cwsbzb506t4q7, trace_id=buyjdyj7hqi0fbs6b92vjt2g, ua="curl/8.4.0")
2026-02-01 07:19:32 | INFO | search | Cache miss key=cart:7573 (env=dev, region=ap-southeast-1, ip=149.15.225.79, request_id=9an33nmwao83mdog, trace_id=jh0gtbmwca91dv1vlxjo3spu, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:20:17 | INFO | search | Cache miss key=cart:2851 (env=prod, region=eu-west-1, ip=38.183.33.104, request_id=eg3uhb94jk0mk584, trace_id=3dwxsbdxdowz4osxyg1hvh0y, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:20:24 | INFO | search | Cache hit key=user:2312 ttl_s=3121 (env=prod, region=ap-southeast-1, ip=3.161.153.232, request_id=2pyfle434tr51jp4, trace_id=3hqdreyz98e5legof1ew5csp, ua="PostmanRuntime/7.36.0")
2026-02-01 07:20:31 | INFO | search | Cache miss key=cart:2061 (env=prod, region=us-east-1, ip=220.108.128.20, request_id=29n89nvfgh3wf4qc, trace_id=kdbp1pbrxy5raevuu4mf4b5a, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:21:23 | INFO | search | File uploaded id=file_q2mby3faoy bytes=4067770 (env=prod, region=eu-west-1, ip=35.220.112.187, request_id=3efyqchtpeat7vud, trace_id=yr09agh2ocha2nztehgno9tc, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:21:47 | INFO | search | User logout success user_id=2295 (env=prod, region=me-south-1, ip=171.92.222.225, request_id=pbnazv5n1vyvmbeo, trace_id=zkmf9mgc8ok8c410zpfgy0gt, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:21:52 | INFO | search | Cache miss key=cart:9445 (env=staging, region=ap-southeast-1, ip=12.23.103.249, request_id=1p7yf3mn6yvbumav, trace_id=gylp3r6hok2ez2tc6xsd2ja6, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:22:15 | INFO | search | User logout success user_id=5300 (env=prod, region=ap-southeast-1, ip=240.62.216.106, request_id=cobudi9dnpw8era6, trace_id=2x2d5aj3shhn1toygm6lwxkm, ua="PostmanRuntime/7.36.0")
2026-02-01 07:22:16 | INFO | search | Job completed successfully: job=sync-users duration_ms=726 (env=prod, region=us-east-1, ip=228.160.122.222, request_id=fms22zbqf8gnrze7, trace_id=x0kcgki8iuc8l7s5pza8i6t2, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:22:19 | INFO | search | POST /users/3865/profile 204 (1813ms) (env=dev, region=us-east-1, ip=167.99.162.180, request_id=97jx9tv76nycmm7h, trace_id=6b0d2cpvbtbdovur6d6omj5y, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:22:48 | INFO | search | Job completed successfully: job=sync-users duration_ms=2686 (env=dev, region=ap-southeast-1, ip=164.226.175.103, request_id=u1leon3mi5ksxz8x, trace_id=ni8zngqpcg87xr1p5p0jhujg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:22:58 | INFO | search | Cache miss key=cart:6743 (env=prod, region=us-east-1, ip=101.190.200.50, request_id=m73d8juzbt1vqmkw, trace_id=8uzxwu3548lpje9o951c2vj1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:22:59 | INFO | search | Batch processed records=1529 duration_ms=1473 (env=staging, region=eu-west-1, ip=230.146.133.147, request_id=6tq7te86r2ojtx64, trace_id=ul2m2rg9sgfsiovem8v0uu9o, ua="PostmanRuntime/7.36.0")
2026-02-01 07:23:20 | INFO | search | Cache miss key=user:4192 (env=prod, region=us-east-1, ip=126.15.128.210, request_id=zjukhmthtmyx229y, trace_id=21npacytna4g8u3dszaz5ri3, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:23:26 | INFO | search | File uploaded id=file_5hmax63ots bytes=8509308 (env=prod, region=ap-southeast-1, ip=206.96.2.117, request_id=h0i13kt6qo83ydxw, trace_id=ciwgqpwxbey2ekhxaqfwj1rg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:23:50 | INFO | search | Config loaded version=2.10.12 (env=dev, region=ap-southeast-1, ip=205.74.244.131, request_id=fu1cgw2puj64om3y, trace_id=skduu7qxxopkejc4f0u2598r, ua="curl/8.4.0")
2026-02-01 07:23:56 | INFO | search | Metrics pushed cpu=33% mem=87% (env=prod, region=ap-southeast-1, ip=83.218.233.63, request_id=h2v1vmy3qafwmuwn, trace_id=igeqzeaennwjd3pprfvmqa2p, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:24:12 | INFO | search | File uploaded id=file_58yz7fwv0f bytes=9602462 (env=staging, region=us-east-1, ip=111.219.158.182, request_id=pbp63uzz7lg6t0ns, trace_id=as9jj8tclwdwhcytyndsqa22, ua="PostmanRuntime/7.36.0")
2026-02-01 07:24:31 | INFO | search | File uploaded id=file_76jmtrj4xv bytes=2029960 (env=prod, region=me-south-1, ip=140.141.99.140, request_id=lv1ew43kn1zpsxon, trace_id=iq5460iomttmg9eb4ozgtpna, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:26:00 | INFO | search | Cache miss key=cart:6900 (env=prod, region=me-south-1, ip=63.232.153.94, request_id=9hjt1u4jnz0o71nj, trace_id=ig36gontrnkh5oems4l7jhti, ua="PostmanRuntime/7.36.0")
2026-02-01 07:26:25 | INFO | search | Token refreshed user_id=6681 (env=prod, region=me-south-1, ip=30.225.136.152, request_id=d6v6zv3t63vbr05f, trace_id=p52yf2ejltrfzvv5titzehbf, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:26:29 | INFO | search | Metrics pushed cpu=82% mem=94% (env=prod, region=us-east-1, ip=105.252.78.169, request_id=n15frpawnfyi97qp, trace_id=m4td2xgkrlhedjv3qfo6r3v5, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:26:52 | INFO | search | User logout success user_id=1014 (env=staging, region=me-south-1, ip=77.20.231.34, request_id=mcasjdbfvd9jtkbz, trace_id=xea5msvn0ixnmcmez71lw76j, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:27:02 | INFO | search | Metrics pushed cpu=10% mem=34% (env=staging, region=eu-west-1, ip=116.4.146.220, request_id=m57f1ivrgddao1fg, trace_id=l2irqwvyidfxeq5jvoudox53, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:27:33 | INFO | search | File uploaded id=file_tl6678f8wn bytes=6618152 (env=prod, region=me-south-1, ip=16.202.236.184, request_id=rqgm7wyda1b6eekm, trace_id=8fmlb35hy8gycww71oxzb9yl, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:27:52 | INFO | search | PATCH /health 503 (1910ms) (env=prod, region=ap-southeast-1, ip=179.190.11.180, request_id=fosam3qrui90bm6b, trace_id=4rvfen65brikr8fegnkbsrky, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:27:54 | INFO | search | Config loaded version=2.5.31 (env=dev, region=me-south-1, ip=177.138.69.101, request_id=cyjkjersx3809jir, trace_id=atpp4fxf7lr1stiumyye8w3q, ua="curl/8.4.0")
2026-02-01 07:28:35 | INFO | search | Cache miss key=sess:3280 (env=prod, region=me-south-1, ip=25.239.136.150, request_id=smunjvwj7l0cldhz, trace_id=rcgghf7f728cifc0zq881qay, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:28:43 | INFO | search | Cache miss key=user:6790 (env=dev, region=us-east-1, ip=169.62.172.148, request_id=zjsw1ndj8r50emub, trace_id=98gr9zwc5r7571nuvetu71hq, ua="curl/8.4.0")
2026-02-01 07:29:28 | INFO | search | Batch processed records=1087 duration_ms=1855 (env=dev, region=us-east-1, ip=133.195.207.180, request_id=kxr717dqgt2wit1p, trace_id=8jqcopuzuno4zqaz63467pel, ua="PostmanRuntime/7.36.0")
